Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO₂e‍),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Congo,2014,6.9983,19.2929,4.1291,1.7471,1.1119,0.0101,15.43,2.55,1.3,4.3616,0.241,1.8097,0.586,12.2947,0.13,0.46,0.07,2.02,0.4407,1.3709
"Congo, Dem. Republic",1990,33.9103,202.6843,3.2208,18.7441,11.9359,0.0094,149.7918,34.2761,18.6069,9.1154,0.2403,19.2385,5.3161,168.774,0.43,0.1,0.86,0.57,6.4703,1.1151
"Congo, Dem. Republic",1991,32.4487,201.2226,1.7546,18.8389,11.8463,0.0089,148.3255,34.3709,18.5173,7.7554,0.1334,19.0575,5.5023,168.774,0.44,0.07,0,0.48,6.0842,1.1213
"Congo, Dem. Republic",1992,32.483,201.257,1.4979,19.0982,11.8786,0.0083,148.0689,34.6302,18.5496,7.5354,0.0962,19.163,5.6884,168.774,0.43,0.05,0,0.44,5.9181,1.1274
"Congo, Dem. Republic",1993,32.518,201.2919,1.4433,19.2238,11.8432,0.0077,148.0142,34.7558,18.5142,7.4954,0.081,19.067,5.8745,168.774,0.43,0.06,0,0.44,5.872,1.1335
"Congo, Dem. Republic",1994,32.5091,201.283,1.2943,19.3773,11.8303,0.0071,147.8652,34.9093,18.5013,7.3355,0.0914,19.0216,6.0606,168.774,0.35,0.04,0,0.45,5.7059,1.1396
"Congo, Dem. Republic",1995,32.5041,201.278,1.2572,19.496,11.7443,0.0065,147.8282,35.028,18.4153,7.2655,0.1238,18.8681,6.2468,168.774,0.36,0.04,0,0.45,5.6298,1.1457
"Congo, Dem. Republic",1996,32.0043,201.7611,1.2709,19.2809,11.4457,0.0069,147.8437,35.4969,18.4137,7.1664,0.1278,18.2737,6.4365,169.7568,0.36,0.04,0,0.45,5.5495,1.1169
"Congo, Dem. Republic",1997,31.6129,207.0631,1.2123,19.1837,11.2097,0.0072,147.5825,39.5007,19.9727,7.0573,0.0695,17.8599,6.6262,175.4502,0.37,0.04,0,0.45,5.4792,1.0881
"Congo, Dem. Republic",1998,32.6505,209.0905,1.336,19.5634,11.7435,0.0076,147.8639,40.4684,20.7505,7.0682,0.0735,18.6929,6.8159,176.44,0.37,0.04,0,0.45,5.5089,1.0593
"Congo, Dem. Republic",1999,31.0354,202.282,1.3306,18.8985,10.7983,0.0079,147.9872,36.0995,18.1873,6.9391,0.0885,17.0022,7.0056,171.2466,0.36,0.04,0,0.44,5.4286,1.0305
"Congo, Dem. Republic",2000,30.3659,198.305,0.9343,18.8046,10.6188,0.0083,147.1924,33.9566,17.1478,6.43,0.0926,16.6481,7.1953,167.9391,0.24,0,0.04,0.79,4.5983,1.0017
"Congo, Dem. Republic",2001,32.3257,194.9072,0.8089,19.8487,11.6568,0.0113,146.4434,31.6867,16.7658,6.3555,0.1102,18.4285,7.4315,162.5815,0.25,0.01,0.06,0.65,4.6894,0.9562
"Congo, Dem. Republic",2002,31.1593,195.1771,0.9019,19.4741,10.7689,0.0143,146.4638,32.3601,16.3389,6.4811,0.1462,16.8643,7.6677,164.0179,0.33,0.01,0.07,0.69,4.8004,0.9106
"Congo, Dem. Republic",2003,33.5368,199.3075,1.1049,20.5608,11.8538,0.0173,147.1446,34.3608,17.7848,6.7166,0.1822,18.7342,7.9038,165.7707,0.36,0.01,0.1,0.82,4.9215,0.8651
"Congo, Dem. Republic",2004,35.4432,204.3628,1.2115,21.4916,12.7198,0.0203,147.8601,37.0946,19.3878,6.8521,0.2219,20.2292,8.14,168.9196,0.4,0.01,0.11,0.89,5.0226,0.8195
"Congo, Dem. Republic",2005,35.3977,203.2651,1.5401,21.4967,12.3375,0.0233,147.7826,36.6277,18.8315,7.1877,0.2835,19.5503,8.3762,167.8675,0.51,0.01,0.13,1.11,5.1637,0.774
"Congo, Dem. Republic",2006,37.4893,209.9356,1.6501,22.5369,13.2775,0.0247,150.0125,39.4549,20.4435,7.4113,0.2848,21.1276,8.6655,172.4463,0.65,0.03,0.14,1.2,5.2529,0.7984
"Congo, Dem. Republic",2007,33.9793,199.4349,1.8038,21.1726,10.9769,0.026,148.5394,34.2656,16.6039,7.6749,0.2898,17.0598,8.9548,165.4556,0.54,0.06,0.14,1.33,5.332,0.8229
"Congo, Dem. Republic",2008,36.3208,203.9835,1.9252,22.3143,12.0539,0.0273,148.7409,36.8943,18.3209,7.9685,0.2325,18.8757,9.2441,167.6627,0.05,0.06,0.14,1.52,5.4011,0.8474
"Congo, Dem. Republic",2009,36.7495,205.0094,1.9708,22.6811,12.0689,0.0287,148.3347,37.9691,18.6769,8.1021,0.2595,18.8545,9.5334,168.2599,0.05,0.06,0.13,1.52,5.5302,0.8719
"Congo, Dem. Republic",2010,38.0574,208.4484,2.1155,23.371,12.5409,0.03,149.1644,39.703,19.5509,8.3458,0.2755,19.6135,9.8227,170.391,0.47,0.06,0.14,1.65,5.6093,0.8964
"Congo, Dem. Republic",2011,37.8599,208.9777,2.5672,23.3115,11.9496,0.0317,148.987,40.5945,19.3646,8.8681,0.2589,18.5851,10.1479,171.1178,0.46,0.06,0.14,2.13,5.6549,0.9032
"Congo, Dem. Republic",2012,36.3583,201.9624,2.4752,22.9031,10.9465,0.0335,148.6883,36.4751,16.7655,8.8504,0.2386,16.7961,10.4732,165.6041,0.44,0,0.13,2.11,5.7004,0.91
"Congo, Dem. Republic",2013,39.559,208.3155,3.7035,23.9299,11.8903,0.0352,150.7131,39.1859,18.3813,10.1127,0.2587,18.3892,10.7984,168.7566,0.48,0,0.13,3.31,5.746,0.9167
"Congo, Dem. Republic",2014,41.1987,206.7495,4.8249,24.3267,12.0101,0.0369,150.72,38.06,17.92,11.345,0.2018,18.5282,11.1236,165.5508,0.72,0,0.13,4.51,5.7715,0.9235
Cook Islands,1990,0.085,0.0355,0.0366,0.009,0.0395,0,-0.0129,0.009,0.0395,0.0366,0,0.0088,0.0396,-0.0495,,,,,,0
Cook Islands,1991,0.085,0.0355,0.0366,0.009,0.0394,0,-0.0129,0.009,0.0394,0.0366,0,0.0088,0.0396,-0.0495,,,,,,0
Cook Islands,1992,0.0855,0.036,0.0366,0.0093,0.0396,0,-0.0129,0.0093,0.0396,0.0366,0,0.0093,0.0395,-0.0495,,,,,,0
Cook Islands,1993,0.0921,0.0426,0.0403,0.0117,0.0401,0.0001,-0.0092,0.0117,0.0401,0.0403,0.0001,0.0123,0.0395,-0.0495,,,,,,0
Cook Islands,1994,0.0935,0.044,0.0403,0.0127,0.0404,0.0001,-0.0092,0.0127,0.0404,0.0403,0.0001,0.0137,0.0395,-0.0495,,,,,,0
Cook Islands,1995,0.0947,0.0452,0.0403,0.0137,0.0406,0.0001,-0.0092,0.0137,0.0406,0.0403,0.0001,0.0149,0.0394,-0.0495,,,,,,0
Cook Islands,1996,0.1036,0.0541,0.0476,0.0157,0.04,0.0002,-0.0019,0.0157,0.04,0.0476,0.0002,0.0172,0.0386,-0.0495,,,,,,0
Cook Islands,1997,0.1028,0.0532,0.0476,0.0157,0.0392,0.0003,-0.0019,0.0157,0.0392,0.0476,0.0003,0.0172,0.0377,-0.0495,,,,,,0
Cook Islands,1998,0.102,0.0525,0.0476,0.0156,0.0384,0.0004,-0.0019,0.0156,0.0384,0.0476,0.0004,0.0172,0.0368,-0.0495,,,,,,0
Cook Islands,1999,0.1014,0.0519,0.0476,0.0157,0.0376,0.0004,-0.0019,0.0157,0.0376,0.0476,0.0004,0.0173,0.036,-0.0495,,,,,,0
Cook Islands,2000,0.1005,0.051,0.0476,0.0156,0.0367,0.0005,-0.0019,0.0156,0.0367,0.0476,0.0005,0.0172,0.0351,-0.0495,,,,,,0
Cook Islands,2001,0.0846,0.0749,0.033,0.0154,0.0355,0.0007,0.0233,0.0154,0.0355,0.033,0.0007,0.017,0.0339,-0.0097,,,,,,0
Cook Islands,2002,0.0799,0.0702,0.0293,0.0153,0.0344,0.0009,0.0196,0.0153,0.0344,0.0293,0.0009,0.0169,0.0328,-0.0097,,,,,,0
Cook Islands,2003,0.0785,0.0688,0.033,0.012,0.0324,0.001,0.0233,0.012,0.0324,0.033,0.001,0.0128,0.0316,-0.0097,,,,,,0
Cook Islands,2004,0.1001,0.0904,0.055,0.0125,0.0314,0.0012,0.0453,0.0125,0.0314,0.055,0.0012,0.0135,0.0304,-0.0097,,,,,,0
Cook Islands,2005,0.1065,0.0968,0.0623,0.0124,0.0304,0.0014,0.0526,0.0124,0.0304,0.0623,0.0014,0.0135,0.0293,-0.0097,,,,,,0
Cook Islands,2006,0.1095,0.0617,0.066,0.0124,0.0296,0.0016,0.0182,0.0124,0.0296,0.066,0.0016,0.0136,0.0284,-0.0478,,,,,,0
Cook Islands,2007,0.1088,0.061,0.066,0.0124,0.0286,0.0018,0.0182,0.0124,0.0286,0.066,0.0018,0.0136,0.0275,-0.0478,,,,,,0
Cook Islands,2008,0.1118,0.0641,0.0696,0.0123,0.0279,0.002,0.0218,0.0123,0.0279,0.0696,0.002,0.0137,0.0265,-0.0478,,,,,,0
Cook Islands,2009,0.1112,0.0634,0.0696,0.0123,0.027,0.0023,0.0218,0.0123,0.027,0.0696,0.0023,0.0137,0.0256,-0.0478,,,,,,0
Cook Islands,2010,0.1104,0.0626,0.0696,0.0122,0.0261,0.0025,0.0218,0.0122,0.0261,0.0696,0.0025,0.0136,0.0247,-0.0478,,,,,,0
Cook Islands,2011,0.11,0.11,0.0696,0.0122,0.0254,0.0028,0.0696,0.0122,0.0254,0.0696,0.0028,0.0136,0.024,0,,,,,,0
Cook Islands,2012,0.1096,0.1096,0.0696,0.0121,0.0248,0.0031,0.0696,0.0121,0.0248,0.0696,0.0031,0.0136,0.0233,0,,,,,,0
Cook Islands,2013,0.1092,0.1092,0.0696,0.0121,0.0241,0.0034,0.0696,0.0121,0.0241,0.0696,0.0034,0.0136,0.0226,0,,,,,,0
Cook Islands,2014,0.1088,0.1088,0.0696,0.012,0.0234,0.0037,0.07,0.01,0.02,0.0696,0.0037,0.0136,0.0219,0,,,,,,0
Costa Rica,1990,8.2916,14.4966,2.9078,3.5299,1.8469,0.0071,9.0898,3.5469,1.8529,2.9248,0.4692,4.4369,0.4607,6.205,0.25,0.19,0.68,1.59,0.4745,0.0003
Costa Rica,1991,8.5565,14.7615,3.1081,3.5558,1.8831,0.0095,9.2901,3.5728,1.8891,3.0606,0.5119,4.4492,0.5348,6.205,0.19,0.26,0.65,1.65,0.5103,0.0003
Costa Rica,1992,9.6653,15.8703,4.2081,3.5634,1.8819,0.0119,10.3901,3.5804,1.8879,4.1364,0.5143,4.4056,0.609,6.205,0.38,0.67,0.55,2.4,0.5161,0.0003
Costa Rica,1993,9.7097,15.9147,4.2387,3.6079,1.8488,0.0143,10.4207,3.6249,1.8548,4.0621,0.5973,4.3671,0.6831,6.205,0.5,0.51,0.57,2.47,0.5219,0.0002
Costa Rica,1994,10.1375,16.3425,4.919,3.3935,1.8083,0.0167,11.101,3.4105,1.8143,4.6779,0.6401,4.0622,0.7573,6.205,0.45,0.9,0.65,2.6,0.5277,0.0002
Costa Rica,1995,9.735,15.94,4.8724,3.1505,1.693,0.0191,11.0543,3.1675,1.699,4.6437,0.6058,3.6541,0.8314,6.205,0.69,0.86,0.67,2.59,0.5235,0.0002
Costa Rica,1996,9.5639,15.7666,4.584,3.1597,1.7886,0.0316,10.7677,3.1747,1.7926,4.3568,0.6001,3.6867,0.9204,6.2027,0.69,0.52,0.65,2.61,0.5766,0.0002
Costa Rica,1997,9.6174,15.8211,4.559,3.1743,1.8399,0.0442,10.7336,3.1953,1.8479,4.2599,0.6676,3.6806,1.0093,6.2036,0.58,0.29,0.7,2.68,0.5998,0.0001
Costa Rica,1998,10.2894,16.5232,5.0923,3.2567,1.8837,0.0567,11.2731,3.2947,1.8987,4.703,0.7534,3.7347,1.0983,6.2338,0.69,0.37,0.76,2.96,0.6229,0.0001
Costa Rica,1999,10.0755,16.2969,5.1096,3.2172,1.6794,0.0693,11.299,3.2412,1.6874,4.6961,0.7733,3.4188,1.1873,6.2214,0.75,0.13,0.8,3.07,0.696,0.0001
Costa Rica,2000,9.8896,16.1083,5.024,3.2095,1.5743,0.0819,11.2117,3.2325,1.5823,4.6192,0.7602,3.234,1.2762,6.2187,0.71,0.06,0.86,2.97,0.7292,0.0001
Costa Rica,2001,10.2393,2.8211,5.5072,3.1661,1.4612,0.1047,-1.9899,3.2281,1.4782,5.0643,0.8563,3.0251,1.2935,-7.4182,0.66,0.19,0.9,3.17,0.8041,0.0002
Costa Rica,2002,10.2118,2.6259,5.6172,3.1249,1.3421,0.1276,-1.9917,3.1419,1.3481,5.2094,0.8792,2.8123,1.3108,-7.5859,0.88,0.19,0.73,3.51,0.7891,0.0004
Costa Rica,2003,10.6394,3.0205,5.8843,3.0934,1.5112,0.1505,-1.7447,3.1004,1.5142,5.5445,0.8691,2.8976,1.3282,-7.6189,0.48,0.23,0.96,3.59,0.774,0.0005
Costa Rica,2004,10.7561,3.2161,6.0575,3.056,1.4693,0.1734,-1.5155,3.082,1.4763,5.5696,1.0752,2.7658,1.3455,-7.54,0.66,0.13,0.93,3.84,0.6689,0.0007
Costa Rica,2005,11.498,3.8703,6.4366,3.1733,1.6918,0.1963,-1.1931,3.1743,1.6928,5.7347,1.3472,3.0533,1.3628,-7.6277,0.93,0.29,0.96,3.76,0.7139,0.0008
Costa Rica,2006,11.6168,4.0237,6.6662,3.1522,1.5784,0.2201,-0.938,3.1612,1.5804,6.2821,1.0707,2.8814,1.3827,-7.5931,0.84,0.56,0.99,3.96,0.7712,0.0009
Costa Rica,2007,13.0157,5.4155,7.8168,3.3264,1.6285,0.244,0.2037,3.3364,1.6315,6.9995,1.5452,3.0683,1.4026,-7.6001,0.9,0.73,1.21,4.26,0.7985,0.001
Costa Rica,2008,13.1399,5.5129,7.7279,3.4601,1.6841,0.2679,0.0979,3.4621,1.6851,7.0269,1.4702,3.2203,1.4226,-7.627,0.79,0.68,1.17,4.36,0.8159,0.001
Costa Rica,2009,12.9547,5.3975,7.4079,3.521,1.734,0.2918,-0.1803,3.545,1.741,6.7243,1.494,3.2939,1.4425,-7.5572,0.59,0.44,1.03,4.42,0.8332,0.0011
Costa Rica,2010,12.858,5.2289,7.2475,3.6241,1.6706,0.3156,-0.3825,3.6251,1.6706,6.9917,1.1076,3.2963,1.4624,-7.629,0.59,0.61,1.03,4.56,0.8005,0.0012
Costa Rica,2011,13.3082,1.9412,7.4562,3.6581,1.8537,0.3402,-3.9139,3.6601,1.8547,7.1478,1.1907,3.488,1.4817,-11.367,0.6,0.67,1.01,4.64,0.8167,0.0012
Costa Rica,2012,13.3446,2.034,7.5362,3.6065,1.8372,0.3648,-3.8055,3.6295,1.8452,7.234,1.2153,3.3944,1.501,-11.3106,0.54,0.59,1.05,4.76,0.8328,0.0011
Costa Rica,2013,13.7769,2.457,7.8591,3.6644,1.864,0.3893,-3.4878,3.6844,1.871,7.5301,1.2728,3.4537,1.5203,-11.3199,0.49,0.85,1.01,4.82,0.849,0.0011
Costa Rica,2014,13.8976,2.5345,7.9175,3.6823,1.8839,0.4139,-3.45,3.69,1.89,7.5762,1.3157,3.4661,1.5396,-11.363,0.49,0.77,0.98,4.92,0.8851,0.0011
Cote d'Ivoire,1990,23.3747,17.6795,2.9492,16.5399,3.8816,0.004,-2.955,16.6869,3.9436,10.9459,0.2531,4.4394,7.7362,-5.6951,0.39,0.6,0.4,1.19,8.7121,0.0638
Cote d'Ivoire,1991,23.9943,18.2992,3.0392,17.0389,3.9112,0.0051,-2.865,17.1859,3.9732,11.1774,0.2542,4.556,8.0066,-5.6951,0.54,0.63,0.42,1.18,8.8304,0.1171
Cote d'Ivoire,1992,24.4827,18.7876,3.0228,17.5182,3.9356,0.0062,-2.8813,17.6652,3.9976,11.299,0.259,4.6477,8.2771,-5.6951,0.59,0.69,0.42,1.14,8.8887,0.1703
Cote d'Ivoire,1993,25.0909,19.3958,3.2092,17.8773,3.9972,0.0072,-2.695,18.0243,4.0592,11.6305,0.2564,4.6565,8.5475,-5.6951,0.54,0.91,0.43,1.1,8.9669,0.2236
Cote d'Ivoire,1994,26.1029,20.4078,3.6396,18.4139,4.0411,0.0083,-2.2645,18.5609,4.1031,11.902,0.5579,4.8251,8.8179,-5.6951,0.6,1.06,0.43,1.09,9.0552,0.2768
Cote d'Ivoire,1995,26.7178,21.0227,3.7583,18.8887,4.0614,0.0094,-2.1458,19.0357,4.1234,12.2136,0.5077,4.9082,9.0883,-5.6951,0.53,1.02,0.45,1.23,9.1835,0.3301
Cote d'Ivoire,1996,26.0809,20.2865,4.3683,17.8557,3.8391,0.0178,-1.5461,17.9407,3.8741,11.456,0.5161,4.8388,9.2701,-5.7944,0.57,1.49,0.52,1.25,7.7525,0.4434
Cote d'Ivoire,1997,26.0654,20.448,5.3296,16.9476,3.762,0.0261,-0.5858,17.1566,3.851,10.9984,0.5757,5.0394,9.4519,-5.6174,0.58,2.13,0.61,1.38,6.3316,0.5568
Cote d'Ivoire,1998,24.7427,19.529,5.1524,15.9973,3.5584,0.0345,-0.7233,16.4623,3.7554,9.6808,0.3569,5.0714,9.6336,-5.2137,0.58,2.47,0.51,1.21,4.8206,0.6702
Cote d'Ivoire,1999,25.3163,20.0764,7.0124,15.0205,3.2405,0.0428,1.1126,15.4825,3.4385,10.1732,0.3653,4.9624,9.8154,-5.2398,0.62,2.5,0.76,1.42,4.6996,0.7836
Cote d'Ivoire,2000,23.9464,18.5538,6.6524,14.1468,3.096,0.0512,0.7529,14.5018,3.248,8.4456,0.3736,5.13,9.9972,-5.3926,0.66,2.37,0.74,1.29,3.1486,0.8969
Cote d'Ivoire,2001,24.2816,15.266,6.5824,14.6186,3.0126,0.0679,-2.6522,14.7716,3.0786,8.644,0.3904,5.009,10.2383,-9.0156,0.62,2.46,0.73,1.26,3.0838,1.1002
Cote d'Ivoire,2002,25.6383,16.4822,6.7024,15.4251,3.4261,0.0846,-2.5327,15.4801,3.4501,9.0324,0.4071,5.7195,10.4794,-9.1562,0.6,2.64,0.68,1.41,2.999,1.3034
Cote d'Ivoire,2003,24.5056,15.4832,5.4724,15.7715,3.1603,0.1014,-3.6749,15.8635,3.1933,8.0708,0.4238,5.2905,10.7205,-9.0224,0.56,2.18,0.52,1.04,2.8142,1.5066
Cote d'Ivoire,2004,24.3785,15.1894,5.7424,15.8231,2.6949,0.1181,-3.4927,15.8551,2.7089,8.6092,0.4405,4.3672,10.9616,-9.1892,0.56,2.33,0.54,1.14,2.8793,1.7099
Cote d'Ivoire,2005,26.3927,17.3613,6.1324,16.8612,3.2643,0.1348,-3.038,16.9612,3.3033,9.2676,0.4572,5.4652,11.2027,-9.0314,0.64,3.13,0.38,1.22,2.6245,1.9131
Cote d'Ivoire,2006,26.3375,31.8798,5.8095,17.2203,3.1523,0.1555,11.2448,17.2953,3.1843,9.2373,0.335,5.3094,11.4559,5.5423,0.44,2.34,0.53,1.28,3.034,2.0433
Cote d'Ivoire,2007,26.4939,32.2043,5.7845,17.4749,3.0584,0.1761,11.2249,17.6639,3.1394,9.307,0.4106,5.0671,11.7091,5.7104,0.49,2.45,0.41,1.29,2.9736,2.1735
Cote d'Ivoire,2008,27.731,33.4061,6.5395,17.9202,3.0745,0.1967,12.0206,18.0582,3.1305,10.2667,0.3763,5.1257,11.9623,5.6751,0.39,2.84,0.56,1.56,2.9931,2.3037
Cote d'Ivoire,2009,27.532,33.0482,6.0592,18.2582,2.9971,0.2174,11.4925,18.3162,3.0221,9.9765,0.3566,4.9834,12.2155,5.5162,0.23,2.52,1.06,1.58,2.3926,2.4339
Cote d'Ivoire,2010,28.8449,34.3375,7.1077,18.5675,2.9317,0.238,12.5403,18.6095,2.9497,10.4162,1.1357,4.8242,12.4687,5.4926,0.24,2.91,0.97,1.5,2.4721,2.564
Cote d'Ivoire,2011,28.8764,34.3732,6.7577,18.9089,2.9462,0.2637,12.1994,18.9479,2.9622,10.1231,1.1614,4.8583,12.7336,5.4967,0.21,2.8,0.9,1.53,2.3014,2.6017
Cote d'Ivoire,2012,31.2382,36.826,8.8253,19.1485,2.9749,0.2894,14.2602,19.2555,3.0209,12.2001,1.2348,4.8049,12.9984,5.5878,0.25,3.64,1,2.38,2.5407,2.6394
Cote d'Ivoire,2013,33.0563,38.826,9.7868,19.6621,3.2922,0.3151,15.3976,19.7821,3.3312,13.017,1.462,5.314,13.2633,5.7697,0.23,3.61,1.3,2.63,2.81,2.677
Cote d'Ivoire,2014,33.7401,39.2083,10.6471,19.7234,3.0288,0.3409,16.09,19.74,3.04,13.7839,1.6379,4.7901,13.5281,5.4682,0.36,3.93,1.39,2.91,2.8493,2.7147
Croatia,1990,29.6373,18.0309,21.7235,4.299,2.6672,0.9475,10.1072,4.3036,2.6713,21.8783,3.2054,3.9419,0.6116,-11.6064,0.64,7.89,5.31,3.56,3.8684,1.2499
Croatia,1991,23.4093,11.8029,15.9443,4.2146,2.4863,0.764,4.328,4.2191,2.4904,16.1376,2.9252,3.7085,0.638,-11.6064,0.09,5.58,3.38,2.85,3.0933,1.2343
Croatia,1992,22.0438,10.4384,15.0194,3.7218,2.7221,0.5805,3.4049,3.7268,2.7261,15.6168,2.2793,3.4833,0.6644,-11.6054,0.07,6.18,2.9,2.76,2.5581,1.2187
Croatia,1993,22.1196,10.5141,15.6591,3.638,2.4254,0.3971,4.0446,3.643,2.4294,16.2561,2.038,3.1347,0.6908,-11.6054,0.18,6.66,2.74,2.91,2.733,1.2031
Croatia,1994,21.1611,9.5557,15.0123,3.5511,2.3841,0.2136,3.3978,3.5561,2.3881,15.3853,2.0202,3.0384,0.7172,-11.6054,0.4,5.43,2.88,3.08,2.7978,1.1875
Croatia,1995,21.4351,9.8296,15.63,3.45,2.3249,0.0301,4.0156,3.455,2.3289,16.1346,1.647,2.9099,0.7436,-11.6054,0.34,6.08,2.64,3.27,2.9827,1.1719
Croatia,1996,21.3089,9.6977,15.5697,3.3391,2.3507,0.0494,3.9544,3.3411,2.3527,16.0022,1.7388,2.8419,0.726,-11.6112,0.31,5.93,2.52,3.47,2.9324,1.1598
Croatia,1997,23.3838,11.7825,17.3226,3.2932,2.6994,0.0688,5.7073,3.3012,2.7054,17.6097,1.9039,3.1618,0.7084,-11.6013,0.3,6.33,2.93,3.9,3.3021,1.1476
Croatia,1998,24.4254,12.877,18.7632,3.2365,2.3376,0.0881,7.1498,3.2725,2.3666,18.9673,2.0067,2.7606,0.6908,-11.5483,0.33,7.42,2.93,4.06,3.4119,1.1354
Croatia,1999,24.4456,12.8339,18.732,3.2389,2.3672,0.1074,7.1174,3.2409,2.3682,18.7249,2.2377,2.8098,0.6732,-11.6116,0.31,6.78,2.78,4.29,3.7616,1.1233
Croatia,2000,23.9697,12.3842,18.2016,3.1651,2.4762,0.1268,6.5981,3.1761,2.4832,18.1224,2.3296,2.8621,0.6556,-11.5855,0.26,6.18,2.89,4.32,3.6213,1.1111
Croatia,2001,25.1778,13.5565,19.3658,3.2422,2.4091,0.1607,7.7425,3.2432,2.4101,19.146,2.5452,2.8125,0.6741,-11.6213,0.29,6.7,3.07,4.38,3.8411,1.155
Croatia,2002,26.6315,15.0111,20.5318,3.2851,2.62,0.1946,8.9084,3.2871,2.621,20.2997,2.6326,3.0066,0.6926,-11.6203,0.25,7.52,2.95,4.68,3.9408,1.1989
Croatia,2003,28.1128,16.4948,22.001,3.3605,2.5228,0.2285,10.379,3.3625,2.5248,21.6833,2.7933,2.9251,0.7111,-11.618,0.25,8.19,2.99,5.09,4.1705,1.2428
Croatia,2004,27.9921,16.3688,21.498,3.4964,2.7352,0.2625,9.8746,3.4964,2.7352,21.1569,2.8918,3.2138,0.7296,-11.6233,0.28,7.12,3.41,5.25,4.1003,1.2866
Croatia,2005,28.0231,16.4038,21.6431,3.5208,2.5628,0.2964,10.0197,3.5228,2.5648,21.5206,2.7483,3.0061,0.7481,-11.6193,0.33,7.11,3.52,5.43,4.13,1.3305
Croatia,2006,28.6669,19.0822,21.7617,3.5528,2.9991,0.3533,12.1771,3.5528,2.9991,21.5266,2.8542,3.4885,0.7976,-9.5846,0.32,6.91,3.66,5.78,3.8909,1.2857
Croatia,2007,30.0012,20.4439,23.008,3.5074,3.0755,0.4102,13.4327,3.5184,3.0825,22.7225,2.8978,3.5337,0.8472,-9.5573,0.34,8.04,3.73,6.14,3.5717,1.2408
Croatia,2008,29.1491,19.5698,21.8564,3.4215,3.404,0.4671,12.2722,3.4245,3.406,21.6085,2.8535,3.7903,0.8967,-9.5793,0.38,6.94,3.78,6.05,3.6526,1.196
Croatia,2009,26.742,17.1574,20.5146,3.4209,2.2825,0.524,10.9299,3.4209,2.2825,20.4545,2.6589,2.6823,0.9462,-9.5847,0.28,6.51,3.06,6.05,3.6834,1.1511
Croatia,2010,25.8023,16.2177,19.4784,3.366,2.377,0.5809,9.8938,3.366,2.377,19.5805,2.49,2.736,0.9958,-9.5847,0.31,6.03,2.88,5.82,3.7342,1.1063
Croatia,2011,25.7075,21.877,19.1811,3.3594,2.5238,0.6433,15.3385,3.3664,2.5288,19.2806,2.5478,2.8844,0.9948,-3.8306,0.37,6.32,2.67,5.71,3.4895,1.0911
Croatia,2012,23.9505,20.1243,17.4836,3.3418,2.4195,0.7056,13.6414,3.3508,2.4265,17.7307,2.4553,2.7708,0.9938,-3.8262,0.32,5.64,2.32,5.51,3.1847,1.076
Croatia,2013,23.4257,19.583,17.0615,3.27,2.3263,0.7679,13.2188,3.27,2.3263,17.2108,2.6083,2.6138,0.9928,-3.8427,0.35,5.22,2.3,5.59,3.03,1.0608
Croatia,2014,22.6856,18.8429,16.3088,3.2563,2.2902,0.8303,12.47,3.26,2.29,16.4408,2.6807,2.5722,0.9918,-3.8427,0.35,4.81,2.26,5.54,2.7852,1.0456
Cuba,1990,53.0702,18.3326,35.5949,10.6669,6.7829,0.0256,0.7982,10.7079,6.8009,35.1462,2.5497,12.6981,2.6763,-34.7377,1.05,12.85,10.77,5.07,6.4548,0.0113
Cuba,1991,44.3786,9.6409,27.5466,10.5043,6.2976,0.0301,-7.2501,10.5453,6.3156,27.6172,1.8606,12.3535,2.5473,-34.7377,0.92,11.06,7.35,3.72,5.3979,0.0893
Cuba,1992,38.6556,3.918,22.2266,10.5354,5.8591,0.0346,-12.5701,10.5764,5.8771,22.3182,1.6698,12.2493,2.4184,-34.7377,0.69,9.08,6.05,2.6,4.4209,0.1673
Cuba,1993,35.1193,0.3816,20.154,9.8701,5.0562,0.0391,-14.6427,9.9111,5.0742,20.7392,1.0064,11.0843,2.2894,-34.7377,0.65,9.22,5.69,1.95,3.6239,0.2453
Cuba,1994,36.5711,1.8335,21.6786,10.2757,4.5732,0.0436,-13.1181,10.3167,4.5912,22.2703,0.8302,11.3102,2.1604,-34.7377,0.55,10.44,5.98,1.89,3.637,0.3233
Cuba,1995,37.4095,2.6718,23.1728,9.9017,4.2869,0.0481,-11.6239,9.9427,4.3049,23.5913,0.8336,10.9532,2.0314,-34.7377,0.58,11.01,6.62,1.97,3.59,0.4013
