Country,Year,Total GHG Emissions Excluding Land-Use Change and Forestry (MtCO2e),Total GHG Emissions Including Land-Use Change and Forestry (MtCO₂e‍),Total CO2 (excluding Land-Use Change and Forestry) (MtCO2),Total CH4 (MtCO2e),Total N2O (MtCO2e),Total F-Gas (MtCO2e),Total CO2 (including Land-Use Change and Forestry) (MtCO2),Total CH4 (including Land-Use Change and Forestry) (MtCO2e),Total N2O (including Land-Use Change and Forestry) (MtCO2e),Energy (MtCO2e),Industrial Processes (MtCO2e),Agriculture (MtCO2e),Waste (MtCO2e),Land-Use Change and Forestry (MtCO2),Bunker Fuels (MtCO2),Electricity/Heat (MtCO2),Manufacturing/Construction (MtCO2),Transportation (MtCO2),Other Fuel Combustion (MtCO2e),Fugitive Emissions (MtCO2e)
Liberia,1991,0.9487,15.9896,0.2785,0.5157,0.1543,0.0003,15.2733,0.5477,0.1683,0.2785,0.0003,0.2557,0.4143,15.0408,,,,,,0
Liberia,1992,0.9481,15.9889,0.2821,0.5104,0.155,0.0006,15.277,0.5424,0.169,0.2785,0.0042,0.2586,0.4068,15.0408,,,,,,0
Liberia,1993,0.9467,15.9875,0.3151,0.486,0.1447,0.0009,15.3099,0.518,0.1587,0.3114,0.0045,0.2314,0.3993,15.0408,,,,,,0
Liberia,1994,0.9289,15.9698,0.3114,0.4744,0.1419,0.0012,15.3063,0.5064,0.1559,0.3114,0.0012,0.2246,0.3917,15.0408,,,,,,0
Liberia,1995,0.9388,15.9796,0.3261,0.4686,0.1426,0.0014,15.3209,0.5006,0.1566,0.3224,0.0051,0.227,0.3842,15.0408,,,,,,0
Liberia,1996,0.9794,16.0142,0.3371,0.4915,0.1478,0.0029,15.3319,0.5195,0.1598,0.3298,0.0102,0.2387,0.4007,15.0348,,,,,,0
Liberia,1997,1.0361,16.06,0.3481,0.524,0.1597,0.0044,15.3429,0.544,0.1687,0.3444,0.0081,0.2665,0.4171,15.0238,,,,,,0
Liberia,1998,1.0928,16.1316,0.3737,0.5474,0.1658,0.0059,15.3686,0.5784,0.1788,0.3701,0.0095,0.2795,0.4336,15.0388,,,,,,0
Liberia,1999,1.1252,16.155,0.392,0.5608,0.165,0.0074,15.3869,0.5848,0.176,0.3847,0.0147,0.2757,0.4501,15.0298,,,,,,0
Liberia,2000,1.1737,16.1995,0.4214,0.5749,0.1686,0.0088,15.4162,0.5969,0.1776,0.3847,0.0455,0.2769,0.4665,15.0258,,,,,,0
Liberia,2001,1.2536,16.2655,0.491,0.5848,0.1664,0.0115,15.4858,0.5968,0.1714,0.458,0.0445,0.271,0.4802,15.0118,,,,,,0
Liberia,2002,1.2611,16.2659,0.4873,0.5953,0.1643,0.0142,15.4822,0.6023,0.1673,0.4617,0.0398,0.2658,0.4938,15.0048,,,,,,0
Liberia,2003,1.3119,16.3397,0.5203,0.6093,0.1655,0.0169,15.5151,0.6323,0.1755,0.5093,0.0279,0.2673,0.5074,15.0278,,,,,,0
Liberia,2004,1.4255,16.4333,0.6156,0.623,0.1674,0.0195,15.6104,0.632,0.1714,0.5569,0.0782,0.2693,0.5211,15.0078,,,,,,0
Liberia,2005,1.5551,16.597,0.7255,0.6367,0.1708,0.0222,15.7203,0.6697,0.1848,0.6522,0.0955,0.2727,0.5347,15.0418,,,,,,0
Liberia,2006,1.6228,16.6367,0.7475,0.667,0.1824,0.0259,15.7423,0.68,0.1884,0.6705,0.1029,0.2907,0.5588,15.0138,,,,,,0
Liberia,2007,1.6007,16.6045,0.6668,0.7039,0.2003,0.0296,15.6617,0.7099,0.2033,0.5899,0.1066,0.3214,0.5828,15.0038,,,,,,0
Liberia,2008,1.5576,16.5924,0.5643,0.7409,0.2191,0.0333,15.5591,0.7689,0.2311,0.5166,0.0809,0.3531,0.6069,15.0348,,,,,,0
Liberia,2009,1.5791,16.8139,0.5166,0.7861,0.2393,0.037,15.5115,0.9531,0.3123,0.48,0.0736,0.3944,0.631,15.2348,,,,,,0
Liberia,2010,1.9033,16.9122,0.7914,0.8168,0.2544,0.0407,15.7863,0.8268,0.2584,0.7548,0.0773,0.4161,0.6551,15.0088,,,,,,0
Liberia,2011,2.0375,3.3584,0.8904,0.8391,0.2628,0.0453,2.2012,0.8461,0.2658,0.85,0.0856,0.4263,0.6755,1.3208,,,,,,0
Liberia,2012,2.2001,3.666,1.0259,0.8595,0.2648,0.05,2.3368,0.9675,0.3118,0.9636,0.1123,0.4283,0.696,1.4658,,,,,,0
Liberia,2013,2.1519,3.4958,0.9563,0.8761,0.2649,0.0546,2.27,0.9,0.27,0.861,0.1499,0.4246,0.7164,1.3438,,,,,,0
Liberia,2014,2.1503,3.5081,0.9343,0.894,0.2626,0.0593,2.25,0.93,0.28,0.7878,0.2058,0.4198,0.7369,1.3578,,,,,,0
Libya,1990,93.9033,93.9033,36.3107,56.4348,1.1309,0.0269,36.3107,56.4348,1.1309,89.6082,1.3716,2.1267,0.7968,0,0.89,16.26,2.08,6.19,1.3495,63.7387
Libya,1991,91.2638,91.2638,33.514,56.6001,1.1224,0.0272,33.514,56.6001,1.1224,87.1396,1.2071,2.0951,0.822,0,0.92,15.8,2.2,6.23,1.4695,61.4401
Libya,1992,88.3081,88.3081,30.4957,56.7441,1.0407,0.0275,30.4957,56.7441,1.0407,84.3175,1.1744,1.969,0.8472,0,0.93,15.19,2.4,6.32,1.5395,58.868
Libya,1993,89.0143,89.0143,31.0298,56.8936,1.063,0.0278,31.0298,56.8936,1.063,85.0149,1.1747,1.9524,0.8724,0,1.03,15.63,2.03,7.44,1.6495,58.2654
Libya,1994,94.3354,94.3354,36.242,57.0607,1.0046,0.0281,36.242,57.0607,1.0046,89.6428,1.9224,1.8726,0.8975,0,1.16,18.12,2.37,8.83,1.8395,58.4833
